,alpha,bin center,alpha err
0,0.14105361344517922,1.7373798076923075,1.3501199018998413
1,1.5509078469463813,2.7373798076923075,0.0
2,1.6138841308030154,3.7373798076923075,0.7667490818900765
3,0.016781909609724154,6.7373798076923075,0.0
4,0.17883238951738595,8.737379807692308,0.0
5,0.4724504916853503,9.737379807692308,0.0
6,0.14749411762560474,10.737379807692308,0.0
7,0.004679749118955334,12.737379807692308,0.0
8,1.3933416267643022,14.737379807692308,0.0
9,0.1341913755776798,16.737379807692307,0.0
10,0.02000806764104606,19.737379807692307,0.0
11,0.3863320239197353,28.737379807692307,0.0
12,-0.9138578640996318,42.73737980769231,0.0
