,alpha,bin center,alpha err
0,2.2192771488994953,0.9963628583654258,0.7998734069686283
1,1.101292372174666,1.9963628583654258,0.870977496120604
2,2.5217211796863688,2.996362858365426,0.0
3,1.758627259855696,3.9963628583654254,0.05943352964103054
4,1.50132836732186,5.996362858365425,0.0
5,1.742962237046121,6.996362858365425,0.33389882386611663
6,2.2919927347781472,7.996362858365426,0.21285736506056852
7,1.5466580720509007,9.996362858365426,0.0
8,1.6410034388953174,10.996362858365426,0.19216440982131983
9,1.2648432378383798,12.996362858365426,0.0
10,1.3930069705742512,13.996362858365426,0.0
11,1.616014170056037,15.996362858365426,0.0
12,1.1164523818730716,17.996362858365426,0.0
13,0.7647094930172137,21.996362858365426,0.0
14,0.8182502587201604,23.996362858365426,0.0
15,0.5845172044821985,26.996362858365426,0.0
16,0.2162766676902045,28.996362858365426,0.0
17,0.32214639853232446,30.996362858365426,0.0
18,0.07327067029015927,35.99636285836542,0.0
19,0.023008387247511315,37.99636285836542,0.0
20,-0.550921405414204,50.99636285836542,0.0
21,-0.4135050779859501,56.99636285836542,0.0
22,-0.5471032240001416,61.99636285836542,0.08219204736251771
23,-0.46138875740123536,65.99636285836543,0.0
24,-0.46142405249551205,79.99636285836543,0.5353058132637651
25,-0.4915887213400998,127.99636285836542,0.0
26,-0.6289273987951594,147.99636285836542,0.0
27,-0.7598868972653557,155.99636285836542,0.0
28,-0.74498968401101,163.99636285836542,0.0
29,-0.5013597130834656,183.99636285836542,0.0
30,-0.8117921845830469,211.99636285836542,0.0
31,-0.559359792807822,216.99636285836542,0.0
32,-0.7606384249886747,267.99636285836544,0.0
33,-0.8267577641743322,285.99636285836544,0.0
34,-1.2342505961398438,292.99636285836544,0.0
35,-0.673612278473385,312.99636285836544,0.0
36,-0.6628358731007647,531.9963628583654,0.0
37,-0.3783447035624523,543.9963628583654,0.0
38,0.509762762262318,626.9963628583654,0.0
39,0.048760867590824146,632.9963628583654,0.0
40,0.010643348120755448,931.9963628583654,0.0
41,-1.3598361962387462,1083.9963628583655,0.0
