,alpha,bin center,alpha err
0,1.077502832445033,1.3985879332477535,0.34651096094889433
1,1.8759400368812,2.3985879332477538,0.2841166894167884
2,1.3805521794936373,3.3985879332477538,0.42883096480663124
3,2.1986305926644367,5.398587933247754,0.1496004467592428
4,2.2392193694788407,6.398587933247754,0.0
8,1.9121711120410154,19.398587933247754,0.27493538213108326
9,1.868094885041626,25.398587933247754,0.0
10,1.2927016193547738,35.398587933247754,0.0
11,0.9497265940599147,57.398587933247754,0.0
12,1.09085314471414,62.398587933247754,0.41792884583799594
13,1.1636911837511845,66.39858793324775,0.0
14,0.786151310673774,80.39858793324775,0.11322294447048707
15,1.1205613707983293,104.39858793324775,0.0
16,0.17552869512257185,108.39858793324775,0.8518345653323915
17,0.348759658394916,110.39858793324775,0.0
18,0.0,127.39858793324775,0.0
19,-0.6379299879541072,148.39858793324774,0.0
20,-0.2740892517088908,156.39858793324774,0.0073708178154978
21,-0.4533632257508868,163.39858793324774,0.0
22,-0.3209790692621206,184.39858793324774,0.0
23,-0.19849463739342207,212.39858793324774,0.0022768407188965946
24,-0.3962663926927798,216.39858793324774,0.0
25,0.08978003858736565,262.39858793324777,0.3987008479926279
26,-0.45709961299915003,267.39858793324777,0.0
27,-0.36989029769594645,285.39858793324777,0.0
28,-0.15805515853157384,293.39858793324777,0.0
29,-0.6427445221640209,311.39858793324777,0.0
30,-0.13433659963773845,313.39858793324777,0.0
31,-0.4807190726667561,531.3985879332478,0.0
32,-0.38142329975961653,543.3985879332478,0.0
33,-0.2675796660240634,575.3985879332478,0.0
34,-0.6541132195987275,633.3985879332478,0.0
35,-0.2525490961848885,686.3985879332478,0.0
36,-1.0755761255869376,931.3985879332478,0.0
