,alpha,bin center,alpha err
0,0.9759339613384098,3.4482288828337877,0.0
1,1.0893971699841507,10.448228882833787,0.0
2,2.3915048350806885,11.448228882833787,0.0
3,1.5979205217214358,12.448228882833787,0.3346296824403441
4,1.3253012662197103,13.448228882833787,0.13695295029499374
5,2.017652157862068,15.448228882833787,0.0
6,1.8107495111315912,17.44822888283379,0.0
7,1.5511789633974014,19.44822888283379,0.42033495119361386
8,3.29511626093733,20.44822888283379,0.0
9,1.205427616004591,21.44822888283379,0.0
10,0.6245865193621952,29.44822888283379,0.0
11,0.11759894449380986,36.44822888283379,0.04292917319570683
12,0.4357663085144647,38.44822888283379,0.04085200261650395
13,-0.12144519524584126,47.44822888283379,0.0
14,1.0123756520639458,53.44822888283379,0.0
15,1.1109458437316115,54.44822888283379,0.1358796015126981
16,1.0342288684253471,55.44822888283379,0.7917414982157333
17,0.9737829952206166,57.44822888283379,0.08871820037786494
18,0.5919848907598331,64.44822888283379,0.0
19,0.14985078691256354,69.44822888283379,0.0
20,0.5428805459308007,81.44822888283379,0.0
21,-0.06976861793707648,85.44822888283379,0.0
22,0.14903295972557365,90.44822888283379,0.0
