,alpha,bin center,alpha err
0,0.9370884139096503,0.837009461337967,0.8721094910213361
1,0.03434002576527565,1.837009461337967,0.41354624207742974
2,-0.08184858455783629,2.837009461337967,0.1308863224697031
3,-0.23262940376211524,3.837009461337967,0.0
4,0.1208095504134605,4.837009461337967,0.0
5,0.07393652707552645,5.837009461337967,0.0
6,0.22912623379835878,6.837009461337967,0.0
7,-0.37438610811295675,8.837009461337967,0.0
8,-0.699051727779605,10.837009461337967,0.2529167932352287
9,-0.5280376874404459,12.837009461337967,0.0
10,0.2772854438038283,14.837009461337967,0.9960211075853732
11,-0.15480594139069292,19.837009461337967,0.0
12,-0.2350055959702959,24.837009461337967,0.0
13,-0.3485610884268073,29.837009461337967,0.2602855121062796
14,-0.657814325815896,31.837009461337964,0.0
15,-0.302415040297204,45.83700946133796,0.0
16,-1.0886390298574455,61.83700946133796,0.14233260431005787
17,-0.3898832577116374,66.83700946133797,0.0
18,-1.3371370763514556,68.83700946133797,0.08124624209205028
