,alpha,bin center,alpha err
0,0.6256092594182157,3.4642113611579264,0.0
1,0.4634582861221531,4.464211361157926,0.0
2,0.3532563380164841,9.464211361157925,0.0
3,0.1739007896425826,11.464211361157925,0.0
4,-0.10100990213831414,14.464211361157925,0.0
5,-0.1472053644888328,15.464211361157925,0.0
6,-0.2837918698393059,16.464211361157925,0.0
7,-0.3718234704116759,17.464211361157925,0.0
8,-0.4775770188363037,19.464211361157925,0.0
9,-0.43658608783398045,21.464211361157925,0.0
10,-0.5765771185813837,23.464211361157925,0.0
11,-0.4730740426012285,25.464211361157925,0.0
12,-0.5224310470712977,26.464211361157925,0.0
13,-0.5276658128259651,28.464211361157925,0.0
14,-0.5199501645539053,29.464211361157925,0.0
15,-0.5996063892647748,32.46421136115793,0.0
16,-0.5915821745914436,34.46421136115793,0.0
17,-0.6524241264528331,36.46421136115793,0.0
18,-0.7212262479933839,38.46421136115793,0.0
19,-0.6342592770392188,39.46421136115793,0.0
20,-0.7654424598998353,45.46421136115793,0.0
21,-0.7482133857570161,51.46421136115793,0.0
22,-0.9309385540891546,57.46421136115793,0.0
23,-0.6675772860654378,64.46421136115792,0.0
24,-0.7364305931784983,67.46421136115792,0.0
25,-0.7308138910547717,79.46421136115792,0.0
26,-0.7069153976653405,86.46421136115792,0.0
27,-1.0170986115433136,92.46421136115792,0.0
28,-0.7917213463267794,101.46421136115792,0.0
29,-0.8868811675407693,113.46421136115792,0.0
30,-0.9027565318286576,125.46421136115792,0.0
31,-0.8690663709614024,148.46421136115794,0.0
32,-0.83286718558038,190.46421136115794,0.0
33,-0.7689611737250347,246.46421136115794,0.0
34,0.0,317.46421136115794,0.0
