,alpha,bin center,alpha err
0,-0.0440520555984857,2.1205493387589014,0.0
1,0.7549972885036592,3.1205493387589014,0.0
2,1.4616642494775636,6.120549338758901,0.0
3,-0.6434566768486379,7.120549338758901,0.0
4,0.821894895727419,9.1205493387589,0.19023450010956064
5,0.9092991492701268,11.1205493387589,0.357466857187058
6,1.1009731808198475,12.1205493387589,0.4221840921524364
7,0.6976549749047473,13.1205493387589,0.0
8,0.382476916820882,15.1205493387589,0.20465183675198304
9,0.7541688504062346,17.120549338758902,0.0
10,0.283942135003109,20.120549338758902,0.0
11,-0.004667641087010261,25.120549338758902,0.0
12,0.5875768204716998,26.120549338758902,0.0
13,1.427475575610234,28.120549338758902,0.0
14,-0.6947239135410206,33.1205493387589,0.0
15,-0.6990535105014533,43.1205493387589,0.0
16,0.9598006986807394,48.1205493387589,0.0
17,-0.2124855754533168,66.1205493387589,0.0
18,-0.5107717344775092,73.1205493387589,0.0
19,-0.34923507087807,90.1205493387589,0.0
20,-0.5125360791401332,107.1205493387589,0.0
