,alpha,bin center,alpha err
0,-0.3943775642744923,0.6136906081668114,0.6395596522198188
1,-0.2364343625817885,1.6136906081668116,0.5121510005282642
2,-0.3261954416518943,2.6136906081668116,0.14496450013129045
3,-0.4078457827198876,3.613690608166811,0.5061166555320862
4,-0.08906721585556918,4.613690608166811,0.035540909009813305
5,-0.22864887475292908,5.613690608166811,0.09446082955491573
6,-0.5053538647502531,6.613690608166811,0.0
7,-0.17518764115525517,8.613690608166811,0.0
8,-0.00533946182802842,10.613690608166811,0.04087279576488617
9,0.18222413259217185,12.613690608166811,0.0
10,0.4371985263307702,15.613690608166813,0.1573661663095025
11,-0.28645877398455016,24.613690608166813,0.09471534467778683
12,-0.10664647168436858,30.613690608166813,0.09459799078218173
13,0.7175395887135038,34.61369060816681,0.0
14,0.33405352547553485,36.61369060816681,0.0
16,-0.3930009944355579,45.61369060816681,0.04123754012943064
18,-0.3015824382078967,66.6136906081668,0.07490363690446084
19,-0.5202889817608749,69.6136906081668,0.1982434528510591
20,0.0,177.61369060816682,0.0
