 991208   VLA  Dec.   10.92 1999    2.73    4.86     327.      45.  gbb+00
 991208   VLA  Dec.   10.92 1999    2.73    8.46     707.      39.  gbb+00
 991208  Ryle  Dec.   11.51 1999    3.32   15.00    2100.     300.  gbb+00
 991208  OVRO  Dec.   11.63 1999    3.44  100.00    3600.     800.  gbb+00
 991208  MAMB  Dec.   11.77 1999    3.58  250.00    2600.     800.  gbb+00
 991208   VLA  Dec.   12.04 1999    3.85    4.86     622.      66.  gbb+00
 991208   VLA  Dec.   12.04 1999    3.85    8.46    1630.      51.  gbb+00
 991208  MAMB  Dec.   12.38 1999    4.19  250.00    2000.     500.  gbb+00
 991208  Ryle  Dec.   12.44 1999    4.25   15.00    2100.     400.  gbb+00
 991208  Ryle  Dec.   13.55 1999    5.36   15.00    3100.     600.  gbb+00
 991208   40m  Dec.   13.63 1999    5.44   30.00    2700.    1300.  gbb+00
 991208   VLA  Dec.   13.81 1999    5.62    8.46    1900.      66.  gbb+00
 991208  OVRO  Dec.   13.84 1999    5.65  100.00    3500.     800.  gbb+00
 991208  MAMB  Dec.   14.35 1999    6.16  250.00    2000.     700.  gbb+00
 991208   40m  Dec.   14.62 1999    6.43   30.00    1700.    1000.  gbb+00
 991208  VLBA  Dec.   14.73 1999    6.54    8.35     967.      55.  gfb+03
 991208  VLBA  Dec.   14.73 1999    6.54    4.85     448.      67.  gfb+03
 991208   40m  Dec.   14.84 1999    6.65   30.00    3600.    1200.  gbb+00
 991208  Ryle  Dec.   15.61 1999    7.42   15.00    2300.     400.  gbb+00
 991208  PdBI  Dec.   15.62 1999    7.43   86.24    2500.     500.  gbb+00
 991208  OVRO  Dec.   15.72 1999    7.53  100.00    1900.     800.  gbb+00
 991208  JCMT  Dec.   15.82 1999    7.63  350.00    3400.    3700.  stw+01
 991208   VLA  Dec.   15.90 1999    7.71    1.43     250.      60.  gbb+00
 991208   VLA  Dec.   15.91 1999    7.72    8.46    1990.      33.  gbb+00
 991208   VLA  Dec.   16.80 1999    8.61    1.43     250.      70.  gbb+00
 991208  OVRO  Dec.   16.89 1999    8.70  100.00    1700.     800.  gbb+00
 991208   VLA  Dec.   17.81 1999    9.62    8.46     999.      50.  gbb+00
 991208  VLBA  Dec.   18.72 1999   10.53    8.35    1008.      60.  gfb+03
 991208  VLBA  Dec.   18.72 1999   10.53    4.85     888.      74.  gfb+03
 991208   VLA  Dec.   18.81 1999   10.62    8.46    1182.      52.  gbb+00
 991208  JCMT  Dec.   19.82 1999   11.63  350.00    -800.    1800.  stw+01
 991208   VLA  Dec.   19.92 1999   11.73    8.46    1930.      53.  gbb+00
 991208  Ryle  Dec.   20.68 1999   12.49   15.00     300.     600.  gbb+00
 991208   VLA  Dec.   20.92 1999   12.73    8.46    1173.      49.  gbb+00
 991208  MAMB  Dec.   21.38 1999   13.19  250.00     100.     600.  gbb+00
 991208   VLA  Dec.   21.96 1999   13.77    1.43      18.      56.  gbb+00
 991208   VLA  Dec.   21.96 1999   13.77   14.97    1650.     250.  gbb+00
 991208   VLA  Dec.   21.96 1999   13.77   22.49    1100.     300.  gbb+00
 991208   VLA  Dec.   21.96 1999   13.77    4.86     820.      52.  gbb+00
 991208   VLA  Dec.   21.96 1999   13.77    8.46    1146.      66.  gbb+00
 991208  Ryle  Dec.   23.60 1999   15.41   15.00     500.     500.  gbb+00
 991208   VLA  Dec.   23.80 1999   15.61    8.46     782.      40.  gfb+03
 991208  VLBA  Dec.   26.70 1999   18.51    8.35     430.      75.  gfb+03
 991208  VLBA  Dec.   26.70 1999   18.51    4.85     431.      92.  gfb+03
 991208   VLA  Dec.   26.78 1999   18.59    8.46     693.      38.  gfb+03
 991208   VLA  Dec.   28.98 1999   20.79    8.46     464.      44.  gfb+03
 991208   VLA  Dec.   29.49 1999   21.30    8.46     679.      30.  gfb+03
 991208   VLA  Dec.   29.49 1999   21.30    4.86     501.      42.  gfb+03
 991208   VLA  Dec.   29.49 1999   21.30    1.43      79.      41.  gfb+03
 991208  VLBA  Jan.    4.69 2000   27.50    8.35     474.      56.  gfb+03
 991208  VLBA  Jan.    4.69 2000   27.50    4.85     440.      64.  gfb+03
 991208   VLA  Jan.    5.94 2000   28.75    8.46     646.      58.  gfb+03
 991208   VLA  Jan.    9.89 2000   32.70    8.46     337.      34.  gfb+03
 991208   VLA  Jan.    9.89 2000   32.70    1.43      61.      53.  gfb+03
 991208   VLA  Jan.   13.79 2000   36.60    8.46     574.      25.  gfb+03
 991208   VLA  Jan.   13.79 2000   36.60    1.43      56.      40.  gfb+03
 991208   VLA  Jan.   17.85 2000   40.66    8.46     400.      23.  gfb+03
 991208   VLA  Jan.   17.85 2000   40.66    1.43      73.      42.  gfb+03
