 010222   VLA  Feb.   22.58 2001    0.27    8.46     104.      55.  gkf+02
 010222   VLA  Feb.   22.60 2001    0.29    4.86      77.      44.  gkf+02
 010222   VLA  Feb.   22.63 2001    0.32   22.50     710.     145.  gkf+02
 010222  JCMT  Feb.   22.66 2001    0.35  350.00    4340.    1090.  fbm+02
 010222  OVRO  Feb.   22.71 2001    0.40   98.50     300.    2000.  fbm+02
 010222  Ryle  Feb.   23.10 2001    0.79   15.00     110.     190.  gkf+02
 010222  MAMB  Feb.   23.11 2001    0.80  250.00    1320.     540.  fbm+02
 010222  OVRO  Feb.   23.52 2001    1.21  221.00    1150.    5000.  fbm+02
 010222  OVRO  Feb.   23.52 2001    1.21   98.50    -300.     800.  fbm+02
 010222  JCMT  Feb.   23.64 2001    1.33  350.00    3360.     720.  fbm+02
 010222   VLA  Feb.   23.66 2001    1.35    8.46     344.      39.  gkf+02
 010222   VLA  Feb.   23.69 2001    1.38   22.50     550.     315.  gkf+02
 010222  Ryle  Feb.   24.14 2001    1.83   15.00      -9.     200.  gkf+02
 010222   VLA  Feb.   24.55 2001    2.24    8.46     226.      42.  gkf+02
 010222   VLA  Feb.   24.56 2001    2.25    4.86     144.      47.  gkf+02
 010222  JCMT  Feb.   24.71 2001    2.40  660.00     -99.   12600.  fbm+02
 010222  JCMT  Feb.   24.75 2001    2.44  350.00    4040.    1140.  fbm+02
 010222  Ryle  Feb.   25.13 2001    2.82   15.00     140.     230.  gkf+02
 010222  MAMB  Feb.   25.17 2001    2.86  250.00    1090.     320.  fbm+02
 010222  Ryle  Feb.   26.13 2001    3.82   15.00     -64.     190.  gkf+02
 010222  MAMB  Feb.   26.21 2001    3.90  250.00    1000.     330.  fbm+02
 010222   VLA  Feb.   27.75 2001    5.44    8.46     128.      31.  gkf+02
 010222   VLA  Feb.   27.78 2001    5.47   22.50     510.     287.  gkf+02
 010222  Bonn  Feb.   28.26 2001    5.95   10.50     360.     300.  gkf+02
 010222   VLA  Feb.   28.56 2001    6.25    1.43      45.      60.  gkf+02
 010222   VLA  Mar.    1.22 2001    6.91    8.46     114.      33.  gkf+02
 010222   VLA  Mar.    1.24 2001    6.93   22.50     345.     150.  gkf+02
 010222  JCMT  Mar.    1.52 2001    7.21  350.00    1140.    2060.  fbm+02
 010222   VLA  Mar.    2.62 2001    8.31    8.46     111.      36.  gkf+02
 010222   VLA  Mar.    2.63 2001    8.32   22.50     400.     170.  gkf+02
 010222  JCMT  Mar.    2.69 2001    8.38  350.00     630.     940.  fbm+02
 010222   VLA  Mar.    4.57 2001   10.26    8.46      56.      29.  gkf+02
 010222   VLA  Mar.    4.59 2001   10.28   22.50     124.     124.  gkf+02
 010222   VLA  Mar.    5.36 2001   11.05    8.46      89.      28.  gkf+02
 010222   VLA  Mar.    5.39 2001   11.08    4.86      44.      30.  gkf+02
 010222   VLA  Mar.    5.42 2001   11.11   22.50     100.     120.  gkf+02
 010222  JCMT  Mar.   12.74 2001   18.43  350.00    3980.    1250.  fbm+02
 010222  MAMB  Mar.   13.33 2001   19.02  250.00     910.     940.  fbm+02
 010222   VLA  Mar.   14.53 2001   20.22    8.46      60.      16.  gkf+02
 010222  MAMB  Mar.   14.24 2001   19.93  250.00    1310.     610.  fbm+02
 010222  MAMB  Mar.   18.94 2001   24.63  250.00     780.    1100.  fbm+02
 010222   VLA  Mar.   23.19 2001   28.88    8.46      29.      24.  gkf+02
 010222   VLA  Mar.   25.56 2001   31.25    8.46      68.      22.  gkf+02
 010222   VLA  Apr.    1.44 2001   38.13    8.46      40.      16.  gkf+02
 010222   VLA  Apr.   12.31 2001   49.00    8.46      43.      24.  gkf+02
 010222  MAMB   May    6.05 2001   72.74  250.00    1130.     480.  fbm+02
 010222   VLA   May    6.53 2001   73.22    8.46      40.      24.  gkf+02
 010222   VLA   May   21.42 2001   88.11    8.46      52.      18.  gkf+02
 010222   VLA   May   22.34 2001   89.03    8.46     -29.      23.  gkf+02
 010222   VLA   May   28.29 2001   94.98    8.46      28.      17.  gkf+02
 010222   VLA  Jun.    8.21 2001  105.90    4.86      55.      22.  gkf+02
 010222   VLA  Jun.    9.17 2001  106.86    4.86      40.      20.  gkf+02
 010222   VLA  Jun.   10.45 2001  108.14    4.86      61.      35.  gkf+02
 010222   VLA  Jun.   24.24 2001  121.93    8.46      15.      19.  gkf+02
 010222   VLA  Jun.   28.18 2001  125.87    8.46       6.      10.  gkf+02
 010222   VLA  Jun.   28.99 2001  126.68    8.46      14.      21.  gkf+02
 010222   VLA  Jul.    1.05 2001  128.74    8.46      22.      19.  gkf+02
 010222   VLA  Aug.   15.00 2001  173.69    8.46      46.      24.  gkf+02
 010222   VLA  Aug.   24.77 2001  183.46    8.46      39.      31.  gkf+02
 010222   VLA  Aug.   25.23 2001  183.92    8.46      25.      15.  gkf+02
 010222   VLA  Aug.   27.12 2001  185.81    8.46      43.      18.  gkf+02
 010222   VLA  Sep.   16.94 2001  206.63    8.46      23.      14.  gkf+02
 010222   VLA  Sep.   29.77 2001  219.46    4.86      22.      14.  gkf+02
 010222   VLA  Oct.    1.70 2001  221.39    4.86      12.      25.  gkf+02
 010222   VLA  Oct.    8.86 2001  228.55    4.86      10.      31.  gkf+02
 010222   VLA  Oct.   13.61 2001  233.30    4.86      16.      17.  gkf+02
 010222   VLA   May   15.15 2002  446.84    1.43      -1.      35.  gkf+02
