021206	  VLA	2002 Dec. 11.54	 4.60	4.86	388	55	gcn2280
021206	  VLA	2002 Dec. 14.57	 7.63	4.86	432	47	gcn2280
021206	  VLA	2003 Feb. 10.58	65.64	4.86	101	43	gcn2280
021206	  VLA	2003 Feb. 13.57	68.63	8.46	137	35	gcn2280
021206	  VLA	2003 Feb. 15.51	70.57	4.86	 58	24	gcn2280
021206	  VLA	2003 Feb. 18.44	73.50	8.46	102	36	gcn2280
021206	  VLA	2003 Feb. 23.38	78.44	8.46	 22	35	gcn2280
021206	  VLA	2003 Mar.  5.41	88.47	8.46	 72	25	gcn2280
021206	  VLA	2003 Mar. 24.44	107.50	8.46	 61	23	gcn2280
021206	  VLA	2003 Mar. 26.55	109.61	8.46	 64	32	gcn2280
021206	  VLA	2003 Mar. 30.55	113.61	8.46	 79	26	gcn2280
021206    VLA   2003 Aug. 17.00 253.06  8.46    -99     31      xxxxxxx
021206    VLA   2003 Oct. 23.92 320.98  8.46    -99     19      xxxxxxx
