59889.88217,17.4,1.5929,0.0744,0.108989385,1,VLA,28.32869789
59889.88717,9,1.833,0.0289,0.096098556,1,VLA,28.33369789
59889.88717,11,1.7686,0.0301,0.093412392,1,VLA,28.33369789
59889.89237,5,2.044,0.0452,0.111749183,1,VLA,28.33889789
59889.89237,7,1.8886,0.0443,0.104304913,1,VLA,28.33889789
59889.89857,2.5,2.3756,0.086,0.146644769,1,VLA,28.34509789
59889.89857,3.5,2.2523,0.0509,0.12358377,1,VLA,28.34509789
59890.64748,15.5,1.644,0.05,0.096212473,1,AMI,29.09400789
59892.62886,15.5,1.618,0.04,0.090248601,1,AMI,31.07538789
59893.62959,15.5,1.963,0.06,0.115036614,1,AMI,32.07611789
59893.76042,1.5,1.936,0.027,0.100494975,1,e-MERLIN,32.20694789
59894.41627,0.75,2.1231,0.1679,0.198643636,1,GMRT,32.86279789
59894.50346,136.26,0.945,0.067,0.115841487,1,NEOMA,32.94998789
59894.50346,151.74,0.822,0.075,0.111273717,1,NEOMA,32.94998789
59894.57087,0.4,0.8609,0.1787,0.183811213,1,GMRT,33.01739789
59894.62186,74.26,1.291,0.029,0.132317081,1,NEOMA,33.06838789
59894.62186,89.74,1.252,0.02,0.126787381,1,NEOMA,33.06838789
59894.68435,15.5,1.582,0.04,0.088638648,1,AMI,33.13087789
59895.29677,1.26,2.3262,0.0751,0.138448641,1,GMRT,33.74329789
59895.65807,15.5,1.794,0.03,0.094583772,1,AMI,34.10459789
59896.35694,5.24,2.16,0.1,0.147186956,1,ATCA,34.80346789
59896.35694,6.27,1.82,0.13,0.158685223,1,ATCA,34.80346789
59896.35694,8.23,1.82,0.13,0.158685223,1,ATCA,34.80346789
59896.35694,8.74,1.79,0.15,0.174671835,1,ATCA,34.80346789
59896.35694,9,1.7,0.12,0.147054412,1,ATCA,34.80346789
59896.35694,9.26,1.6,0.14,0.161245155,1,ATCA,34.80346789
59896.35694,9.77,1.72,0.15,0.172904598,1,ATCA,34.80346789
59896.69551,15.5,1.615,0.05,0.094976642,1,AMI,35.14203789
59897.62421,15.5,1.46,0.06,0.094493386,1,AMI,36.07073789
59897.85347,8.3,1.347,0.047,0.082128086,1,VLBA,36.29999789
59898.0547,5,1.88,0.23,0.297058917,1,ATA,36.50122789
59898.66304,15.5,1.406,0.04,0.080883187,1,AMI,37.10956789
59899.65684,15.5,1.618,0.04,0.090248601,1,AMI,38.10336789
59900.56035,15.5,2.03,0.04,0.109097434,1,AMI,39.00687789
59900.70417,89.7,0.928,0.04,0.101053649,1,NOEMA,-
59900.70417,105.2,0.973,0.05,0.10939511,1,NOEMA,-
59900.79485,5,2.183,0.031,0.220490113,1,ATA,-
59901.55346,8.4,0.98,0.05,0.05,1,EVN,40
59901.64999,15.5,1.521,0.04,0.085927891,1,AMI,40.09651789
59902.24236,33,0.976,0.218,0.223395255,1,ATCA,40.68888789
59902.24375,16.7,0.985,0.123,0.132493632,1,ATCA,40.69027789
59902.24375,17.4,0.937,0.115,0.124176981,1,ATCA,40.69027789
59902.24375,21.2,0.719,0.187,0.19042427,1,ATCA,40.69027789
59902.64242,15.5,1.718,0.051,0.096436559,1,AMI,41.08894789
59903.66358,15.5,1.379,0.046,0.082886081,1,AMI,42.11010789
59904.23264,5.5,1.75,0.11,0.140556928,1,ATCA,42.67916789
59904.23264,9,1.15,0.08,0.098520302,1,ATCA,42.67916789
59904.55346,4.8,1.31,0.01,0.01,1,EVN,43
59904.62747,15.5,1.65,0.2,0.216347521,1,AMI,43.07399789
59905.553,15.2,0.9,0.06,0.06,1,VLBA,44
59905.58783,15.5,1.411,0.054,0.08884426,1,AMI,44.03435789
59905.79293,5,0,1.89,1.89,0,ATA,-
59906.59888,15.5,1.27,0.14,0.153727844,1,AMI,45.04540789
59907.6218,15.5,1.325,0.093,0.114184336,1,AMI,46.06832789
59907.7723,5,1.854,0.069,0.197823558,1,ATA,-
59907.80505,7,1.68,0.16,0.232,1,ATA,-
59908.58206,15.5,1.388,0.055,0.088551454,1,AMI,47.02858789
59909.61326,15.5,1.223,0.045,0.075923135,1,AMI,48.05978789
59910.6178,15.5,1.201,0.068,0.090719361,1,AMI,49.06432789
59910.66247,1.28,2.131,0.073,0.225256765,1,MeerKAT,49.10899789
59910.66667,0.82,1.23,0.271,0.297607124,1,MeerKAT,49.11319789
59911.62788,15.5,1.323,0.037,0.075794607,1,AMI,50.07440789
59911.77573,5,1.84,0.11,0.214373506,1,ATA,-
59912.53577,0.4,0.748,0.18,0.183844391,1,GMRT,50.98229789
59912.57979,15.5,1.158,0.057,0.081249062,1,AMI,51.02631789
59914.02687,30,0.8685,0.061,0.074878105,1,VLA,52.47339789
59914.02687,32,0.8944,0.0577,0.073001153,1,VLA,52.47339789
59914.02687,34,0.7361,0.0751,0.083633833,1,VLA,52.47339789
59914.02687,36,0.7407,0.0683,0.077694795,1,VLA,52.47339789
59914.03357,19,1.0414,0.051,0.072885423,1,VLA,52.48009789
59914.03357,21,1.0273,0.0683,0.085459073,1,VLA,52.48009789
59914.03357,23,0.9964,0.0682,0.084458702,1,VLA,52.48009789
59914.03357,25,0.8676,0.0537,0.069032705,1,VLA,52.48009789
59914.03967,12.8,1.1982,0.0371,0.070467142,1,VLA,52.48619789
59914.03967,14.3,1.1026,0.0299,0.062716241,1,VLA,52.48619789
59914.03967,15.9,1.0644,0.0292,0.06070427,1,VLA,52.48619789
59914.03967,17.4,1.0555,0.0428,0.067948809,1,VLA,52.48619789
59914.04477,9,1.344,0.0294,0.073349847,1,VLA,52.49129789
59914.04477,11,1.2561,0.0448,0.077146018,1,VLA,52.49129789
59914.04987,5,1.6331,0.046,0.093720537,1,VLA,52.49639789
59914.04987,7,1.4751,0.0391,0.083478201,1,VLA,52.49639789
59914.05607,2.5,1.7698,0.0805,0.119627464,1,VLA,52.50259789
59914.05607,3.5,1.6532,0.0666,0.106151946,1,VLA,52.50259789
59914.56533,15.5,1.118,0.066,0.086491676,1,AMI,53.01185789
59914.79678,5,3.78,0.25,0.453193116,1,ATA,-
59915.61938,15.5,1.187,0.054,0.080239781,1,AMI,54.06590789
59915.775,89.7,0.668,0.07,0.096758669,1,NOEMA,-
59915.775,105.2,0.541,0.09,0.105008619,1,NOEMA,-
59916.59934,15.5,1.388,0.046,0.083260795,1,AMI,55.04586789
59917.59627,15.5,1.09,0.068,0.087144994,1,AMI,56.04279789
59918.54056,15.5,1.08,0.072,0.09,1,AMI,56.98708789
59918.66667,1.5,1.087,0.033,0.06358398,1,e-MERLIN,57.11319789
59919.6237,15.5,0.957,0.037,0.060486548,1,AMI,58.07022789
59920.57942,15.5,0.929,0.068,0.082350486,1,AMI,59.02594789
59921.60335,15.5,0.84,0.035,0.054671748,1,AMI,60.04987789
59922.59577,15.5,0.624,0.051,0.059786621,1,AMI,61.04229789
59923.63147,15.5,0.869,0.06,0.074080379,1,AMI,62.07799789
59924.52832,15.5,0.874,0.069,0.081674292,1,AMI,62.97484789
59925.76147,8.3,0.886,0.082,0.093201341,1,VLBA,64.20799789
59926.10278,0.8875,1.231,0.04,0.129435737,1,ASKAP,64.54931713
59927.09514,0.8875,1.3,0.033,0.134123078,1,ASKAP,65.54167824
59928.17778,0.8875,1.368,0.061,0.149783978,1,ASKAP,66.62431713
59929.08889,0.8875,1.129,0.03,0.11681785,1,ASKAP,67.53542824
59930.72917,1.5,0.607,0.04,0.050210781,1,e-MERLIN,69.17569789
59932.73933,5,1.249,0.077,0.146727673,1,ATA,-
59933.22361,5.24,0.842,0.054,0.068471965,1,ATCA,71.67013789
59933.22361,6.27,0.735,0.065,0.074669689,1,ATCA,71.67013789
59933.22361,8.23,0.519,0.07,0.074655224,1,ATCA,71.67013789
59933.22361,8.74,0.489,0.063,0.067578121,1,ATCA,71.67013789
59933.22361,9,0.447,0.036,0.042373606,1,ATCA,71.67013789
59933.22361,9.26,0.445,0.055,0.059330115,1,ATCA,71.67013789
59933.22361,9.77,0.335,0.07,0.071976125,1,ATCA,71.67013789
59934.54188,15.5,0.513,0.085,0.088785824,1,AMI,72.98840789
59935.55578,15.5,0.721,0.077,0.085021189,1,AMI,74.00230789
59936.4921,15.5,0.686,0.17,0.173425748,1,AMI,74.93862789
59936.73127,97.5,0.441,0.02,0.029769153,1,ALMA,75.17779789
59937.54546,15.5,0.507,0.046,0.05252259,1,AMI,75.99198789
59937.97207,30,0.4888,0.0555,0.060642919,1,VLA,76.41859789
59937.97207,32,0.4536,0.0423,0.047996587,1,VLA,76.41859789
59937.97207,34,0.4317,0.0656,0.069059918,1,VLA,76.41859789
59937.97207,36,0.3856,0.0548,0.058092671,1,VLA,76.41859789
59937.97877,19,0.6377,0.0519,0.06091193,1,VLA,76.42529789
59937.97877,21,0.5552,0.0356,0.045143965,1,VLA,76.42529789
59937.97877,23,0.5319,0.059,0.06471703,1,VLA,76.42529789
59937.97877,25,0.5781,0.0424,0.05131529,1,VLA,76.42529789
59937.98487,12.8,0.782,0.0299,0.049222149,1,VLA,76.43139789
59937.98487,14.3,0.7132,0.0291,0.046026575,1,VLA,76.43139789
59937.98487,15.9,0.711,0.0287,0.045689085,1,VLA,76.43139789
59937.98487,17.4,0.6652,0.0377,0.050274423,1,VLA,76.43139789
59937.98997,9,0.8253,0.038,0.056096348,1,VLA,76.43649789
59937.98997,11,0.8222,0.0332,0.052841954,1,VLA,76.43649789
59937.99507,5,1.0216,0.032,0.060275753,1,VLA,76.44159789
59937.99507,7,0.896,0.0294,0.053585446,1,VLA,76.44159789
59938.00127,2.5,1.0384,0.0584,0.078142475,1,VLA,76.44779789
59938.00127,3.5,1.0341,0.0417,0.066425123,1,VLA,76.44779789
59939.57325,15.5,0.469,0.041,0.047232431,1,AMI,78.01977789
59939.72682,5,1.038,0.069,0.124641245,1,ATA,-
59940.29377,1.26,1.3171,0.0982,0.118237562,1,GMRT,78.74029789
59940.39827,0.4,0.942,0.138,0.145816357,1,GMRT,78.84479789
59940.47747,0.75,0.8611,0.289,0.29218955,1,GMRT,78.92399789
59940.56463,15.5,0.487,0.059,0.063827286,1,AMI,79.01115789
59941.15,5.24,0.854,0.065,0.077770753,1,ATCA,79.59652789
59941.15,6.27,0.695,0.063,0.071948332,1,ATCA,79.59652789
59941.15,8.23,0.469,0.069,0.072875939,1,ATCA,79.59652789
59941.15,8.74,0.485,0.068,0.072194615,1,ATCA,79.59652789
59941.15,9,0.463,0.0454,0.050961579,1,ATCA,79.59652789
59941.15,9.26,0.463,0.0629,0.067024865,1,ATCA,79.59652789
59941.15,9.77,0.454,0.057,0.06135381,1,ATCA,79.59652789
