 011030  Ryle  Oct.   30.94 2001    0.67   15.00     -99.     400.  srk+02
 011030   VLA  Oct.   31.13 2001    0.86    8.46      58.      19.  srk+02
 011030   VLA  Nov.    1.79 2001    2.52    8.46      61.      31.  srk+02
 011030   VLA  Nov.    4.82 2001    5.55    8.46      43.      31.  srk+02
 011030   VLA  Nov.    8.80 2001    9.53    8.46     174.      20.  srk+02
 011030   VLA  Nov.    9.13 2001    9.86    8.46     114.      27.  srk+02
 011030   VLA  Nov.    9.13 2001    9.86   22.50       6.     125.  srk+02
 011030   VLA  Nov.    9.92 2001   10.65    8.46     155.      40.  srk+02
 011030   VLA  Nov.   10.39 2001   11.12    8.46     118.      35.  srk+02
 011030   VLA  Nov.   12.03 2001   12.76    8.46      99.      14.  srk+02
 011030   VLA  Nov.   12.06 2001   12.79    4.86      98.      15.  srk+02
 011030   VLA  Nov.   13.36 2001   14.09    8.46     132.      24.  srk+02
 011030   VLA  Nov.   14.97 2001   15.70    8.46      52.      27.  srk+02
 011030   VLA  Nov.   15.15 2001   15.88    8.46     110.      31.  srk+02
 011030   VLA  Nov.   16.17 2001   16.90    8.46     158.      22.  srk+02
 011030   VLA  Nov.   19.35 2001   20.08    4.86      73.      42.  srk+02
 011030   VLA  Nov.   20.34 2001   21.07    8.46      49.      29.  srk+02
 011030   VLA  Nov.   21.76 2001   22.49    4.86     128.      21.  srk+02
 011030   VLA  Nov.   21.15 2001   21.88    8.46      48.      25.  srk+02
 011030   VLA  Nov.   23.58 2001   24.31    8.46     219.      31.  srk+02
 011030   VLA  Nov.   24.25 2001   24.98    8.46     161.      19.  srk+02
 011030   VLA  Nov.   25.20 2001   25.93    8.46     202.      36.  srk+02
 011030   VLA  Nov.   27.93 2001   28.66    8.46      30.      22.  srk+02
 011030   VLA  Nov.   29.77 2001   30.50    8.46      94.      19.  srk+02
 011030   VLA  Dec.    2.08 2001   32.81    8.46     145.      21.  srk+02
 011030   VLA  Dec.    2.08 2001   32.81    4.86      26.      28.  srk+02
 011030   VLA  Dec.    3.75 2001   34.48    4.86      72.      16.  srk+02
 011030   VLA  Dec.    3.90 2001   34.63    8.46      81.      10.  srk+02
 011030   VLA  Dec.    4.05 2001   34.78   22.50     102.     117.  srk+02
 011030   VLA  Dec.    4.11 2001   34.84    4.86      52.      30.  srk+02
 011030   VLA  Dec.    6.57 2001   37.30    8.46      83.      13.  srk+02
 011030   VLA  Dec.    6.57 2001   37.30    4.86      69.      18.  srk+02
 011030   VLA  Dec.   10.99 2001   41.72    8.46       6.      29.  srk+02
 011030   VLA  Dec.   11.03 2001   41.76    4.86      98.      32.  srk+02
 011030   VLA  Dec.   16.25 2001   46.98    8.46      53.      27.  srk+02
 011030   VLA  Dec.   16.29 2001   47.02    4.86      49.      31.  srk+02
 011030   VLA  Dec.   18.22 2001   48.95    8.46     -14.      32.  srk+02
 011030   VLA  Dec.   18.25 2001   48.98    4.86      39.      31.  srk+02
 011030   VLA  Dec.   21.07 2001   51.80    8.46      61.      24.  srk+02
 011030   VLA  Dec.   21.09 2001   51.82    4.86      -8.      35.  srk+02
 011030   VLA  Dec.   24.06 2001   54.79    8.46      13.      27.  srk+02
 011030   VLA  Dec.   24.09 2001   54.82    4.86      16.      34.  srk+02
 011030   VLA  Dec.   29.24 2001   59.97    8.46      36.      29.  srk+02
 011030   VLA  Dec.   31.29 2001   62.02    4.86      11.      38.  srk+02
 011030   VLA  Jan.   18.12 2002   79.85    8.46      46.      23.  srk+02
 011030   VLA  Jan.   18.18 2002   79.91    4.86     -16.      24.  srk+02
 011030   VLA  Jan.   23.13 2002   84.86    8.46       0.      23.  srk+02
 011030   VLA  Jan.   23.19 2002   84.92    4.86      26.      24.  srk+02
 011030   VLA  Jan.   25.25 2002   86.98    1.46      70.      28.  srk+02
 011030   VLA  Feb.   18.92 2002  111.65    8.46      81.      24.  srk+02
 011030   VLA  Mar.   11.80 2002  132.53    8.46      18.      19.  srk+02
 011030   VLA  Apr.   11.54 2002  163.27    8.46       5.      24.  srk+02
 011030   VLA  Apr.   21.05 2002  172.78    8.46      11.      26.  srk+02
 011030   VLA  Dec.   27.99 2002  423.72    8.46      22.      23.  srk+02
 011030   VLA  Jan.   13.69 2003  440.42    8.46     -20.      40.  srk+02
