15.0e9     2.65     19.680  0.140
15.0e9     3.57     16.980  0.190
15.0e9     4.73     22.590  0.120
15.0e9     6.89     28.580  0.200
15.0e9     7.68     27.260  0.210
15.0e9     9.49     28.500  0.230
15.0e9    11.90     31.400  0.250
15.0e9    12.69     29.600  0.290
15.0e9    14.87     26.780  0.330
15.0e9    16.66     24.500  0.310
15.0e9    18.72     22.020  0.250
15.0e9    20.58     18.350  0.240
15.0e9    25.70     13.930  0.260
15.0e9    28.44     11.820  0.260
15.0e9    30.48     10.400  0.330
15.0e9    36.52      8.580  0.170
15.0e9    42.55      7.030  0.190
15.0e9    44.55      5.770  0.220
15.0e9    59.55      2.820  0.210
15.0e9    72.52      2.328  0.207
15.0e9    77.53      2.680  0.200
15.0e9    87.51      2.100  0.165
15.0e9   101.54      1.729  0.182
15.0e9   135.49      0.997  0.171
15.0e9   177.27      0.436  0.200
15.3e9     1.43     10.380  0.280
15.3e9     1.64     13.050  0.280
15.3e9     2.43     18.660  0.280
15.3e9     2.64     18.290  0.280
15.3e9     3.50     16.750  0.270
15.3e9     4.59     20.360  0.450
15.3e9     5.61     29.130  0.520
15.3e9     6.49     27.970  0.260
15.3e9     7.49     28.690  0.260
15.3e9     8.58     29.290  0.490
15.3e9     9.41     29.150  0.440
15.3e9    11.41     30.780  0.510
15.3e9    12.57     28.520  0.510
15.3e9    13.40     29.920  0.440
15.3e9    14.57     27.900  0.440
15.3e9    15.39     24.740  0.440
15.3e9    16.34     23.600  0.320
15.3e9    18.48     23.060  0.240
15.3e9    19.44     20.510  0.240
15.3e9    21.47     19.270  0.380
15.3e9    22.24     17.530  0.330
15.3e9    23.24     17.630  0.290
15.3e9    24.18     14.510  0.490
15.3e9    24.85     14.620  0.490
15.3e9    27.33     13.600  0.650
15.3e9    28.34     11.780  0.520
15.3e9    31.34     10.350  0.490
15.3e9    33.15      8.730  0.520
15.3e9    36.32      9.150  0.500
15.3e9    38.35      7.870  0.500
15.3e9    40.25      6.700  0.500
15.3e9    42.28      6.490  0.500
15.3e9    47.28      5.740  0.500
15.3e9    52.22      5.690  0.530
15.3e9    54.28      4.780  0.780
15.3e9    56.28      4.310  0.550
15.3e9    57.08      5.040  0.840
15.3e9    58.27      3.990  0.630
15.3e9    60.28      3.960  0.580
15.3e9    61.34      4.350  0.500
15.3e9    62.28      2.650  0.720
15.3e9    64.06      3.130  0.760
22.5e9     2.65     30.400  0.060
22.5e9     3.57     31.590  0.140
22.5e9     4.73     35.570  0.090
22.5e9     6.89     44.090  0.150
22.5e9     7.68     39.680  0.200
22.5e9     9.49     48.160  0.230
22.5e9    11.90     42.500  0.140
22.5e9    12.69     36.840  0.160
22.5e9    14.87     32.690  0.130
22.5e9    18.72     22.410  0.080
22.5e9    20.58     18.030  0.110
22.5e9    25.70     13.630  0.130
22.5e9    28.44      9.750  0.230
22.5e9    30.48      9.530  0.210
22.5e9    33.58      9.520  0.140
22.5e9    36.52      7.200  0.090
22.5e9    44.55      5.750  0.100
22.5e9    45.52      5.230  0.170
22.5e9    59.55      2.840  0.200
22.5e9    66.53      2.560  0.120
22.5e9    79.58      1.039  0.150
22.5e9    87.56      1.650  0.065
22.5e9   101.52      1.290  0.065
22.5e9   135.51      0.794  0.119
22.5e9   177.29      0.374  0.166
43.3e9     2.65     46.630  0.180
43.3e9     3.57     44.170  0.350
43.3e9     4.73     46.320  0.230
43.3e9     6.89     55.330  0.430
43.3e9     7.68     43.810  1.000
43.3e9     9.49     43.060  1.330
43.3e9    11.90     37.860  0.460
43.3e9    12.69     31.260  0.510
43.3e9    14.87     25.440  0.510
43.3e9    16.66     17.100  0.710
43.3e9    18.72     18.070  0.280
43.3e9    20.58     13.150  0.290
43.3e9    25.70      8.540  0.480
43.3e9    28.44      5.950  0.620
43.3e9    34.59      5.300  0.320
43.3e9    36.52      3.750  0.260
43.3e9    45.52      2.840  0.230
