1.28e9     2.287     0.33   0.09
1.28e9     3.370     0.33   0.09
1.28e9    62.204     1.10   0.15
1.28e9    90.974     1.40   0.16
1.28e9   132.820     2.50   0.25
1.28e9   204.724     1.50   0.17
1.28e9   248.530     1.30   0.14
1.28e9   306.441     1.20   0.18
1.28e9   386.122     1.10   0.12
1.28e9   456.80      1.11   0.13
1.28e9   476.83      1.04   0.11
1.28e9   509.56      1.03   0.11
1.28e9   538.48      0.48   0.10
1.28e9   621.82      0.54   0.09
1.28e9   687.34      0.97   0.14
1.28e9   712.29      0.72   0.07
1.28e9   824.71      0.53   0.09
1.28e9   923.72      0.49   0.09
1.4e9      1.414     0.21   0.07
1.4e9      2.431     0.63   0.04
1.4e9      4.459     0.43   0.15
1.4e9      6.454     0.37   0.04
1.4e9     22.376     0.64   0.08
1.4e9    122.254     1.72   0.15
1.4e9    126.232     1.93   0.18
1.4e9    170.739     2.29   0.19
1.4e9    195.891     1.40   0.21
1.4e9    244.885     1.15   0.09
1.4e9    270.612     2.502  0.139
1.4e9    306.408     1.552  0.111
1.4e9    364.424     1.318  0.104
1.4e9    417.342     1.824  0.100
1.4e9    490.974     0.622  0.095
1.4e9    592.721     1.162  0.063
1.4e9    742.395     1.078  0.072
1.4e9    986.132     0.842  0.127
2.3e9      1.427     0.28   0.05
2.3e9      2.415     2.17   0.05
2.3e9      4.429     0.79   0.05
2.3e9      6.424     1.21   0.06
2.3e9      7.246     1.00   0.07
2.3e9     14.267     0.26   0.06
2.3e9     22.360     1.21   0.06
2.3e9     29.357     2.32   0.04
2.3e9     34.208     3.04   0.06
2.3e9     41.343     3.11   0.18
2.3e9     72.356     3.84   0.07
2.3e9    122.097     3.00   0.06
2.3e9    126.159     0.80   0.27
2.3e9    182.739     1.95   0.09
2.3e9    268.577     1.618  0.031
2.3e9    306.753     1.389  0.067
2.3e9    365.524     0.871  0.029
2.3e9    420.168     0.933  0.034
2.3e9    462.078     0.707  0.039
2.3e9    583.683     0.543  0.046
2.3e9    743.892     0.504  0.048
2.3e9    984.163     0.318  0.058
4.8e9      1.440     1.05   0.03
4.8e9      2.399     5.98   0.03
4.8e9      4.385     3.64   0.04
4.8e9      6.380     4.89   0.04
4.8e9      8.621     4.21   0.06
4.8e9      9.401     3.96   0.04
4.8e9     13.175     6.42   0.05
4.8e9     14.230     5.25   0.05
4.8e9     20.273     6.96   0.05
4.8e9     22.344     6.50   0.04
4.8e9     29.338     9.17   0.04
4.8e9     37.360     8.90   0.04
4.8e9     41.313     8.05   0.10
4.8e9     72.354     4.59   0.04
4.8e9     79.122     4.39   0.08
4.8e9     80.287     3.79   0.08
4.8e9     81.314     3.74   0.10
4.8e9     92.951     2.34   0.18
4.8e9     94.214     3.82   0.10
4.8e9     95.022     2.67   0.08
4.8e9     96.084     3.57   0.07
4.8e9     98.429     3.09   0.04
4.8e9    112.233     2.27   0.05
4.8e9    116.274     2.43   0.05
4.8e9    126.086     2.13   0.07
4.8e9    168.134     1.28   0.04
4.8e9    246.724     0.85   0.04
4.8e9    363.816     0.597  0.027
4.8e9    463.076     0.329  0.027
4.8e9    546.013     0.274  0.034
4.8e9    777.242     0.409  0.027
4.8e9    974.759     0.150  0.019
4.8e9   1128.338     0.157  0.022
1.43e9    66.53      1.940  0.060
1.43e9    72.50      1.009  0.116
1.43e9    77.51      1.111  0.084
1.43e9    93.46      1.360  0.040
1.43e9   129.58      1.276  0.069
1.43e9   149.41      1.677  0.066
1.43e9   173.31      3.470  0.065
1.43e9   182.27      2.240  0.066
1.43e9   191.25      2.450  0.058
1.43e9   215.24      1.709  0.052
1.43e9   248.10      1.276  0.040
1.43e9   253.10      1.541  0.041
1.43e9   308.05      1.240  0.054
1.43e9   312.88      1.800  0.053
1.43e9   333.79      1.360  0.096
1.43e9   342.85      1.075  0.124
1.43e9   365.93      0.904  0.102
1.43e9   621.2       0.650  0.070
1.43e9   635.1       0.590  0.070
1.43e9   665.9       0.420  0.080
1.43e9   672.9       0.480  0.070
1.43e9   673.7       0.510  0.080
1.43e9   739.7       0.650  0.040
1.43e9   801.5       0.380  0.010
1.43e9  1088.7       0.630  0.030
4.86e9     1.05      0.540  0.130
4.86e9     2.65      3.450  0.050
4.86e9     3.57      1.510  0.050
4.86e9     4.73      3.580  0.040
4.86e9     6.89      6.770  0.080
4.86e9     7.68      5.340  0.100
4.86e9     9.49      3.550  0.110
4.86e9    11.90      7.510  0.080
4.86e9    12.69      7.420  0.090
4.86e9    14.87      9.499  0.130
4.86e9    16.66      8.210  0.080
4.86e9    18.72      6.500  0.110
4.86e9    20.58      8.660  0.100
4.86e9    25.70     10.040  0.080
4.86e9    28.44      8.050  0.080
4.86e9    31.51      9.800  0.090
4.86e9    33.58     11.620  0.080
4.86e9    36.52      8.900  0.080
4.86e9    42.55      7.720  0.130
4.86e9    44.55      8.570  0.090
4.86e9    59.55      6.080  0.100
4.86e9    66.53      6.200  0.080
4.86e9    72.51      4.808  0.067
4.86e9    77.52      4.613  0.066
4.86e9    93.44      3.290  0.057
4.86e9   129.57      1.955  0.062
4.86e9   149.39      1.677  0.055
4.86e9   173.29      1.590  0.052
4.86e9   182.27      1.600  0.046
4.86e9   191.25      1.407  0.044
4.86e9   215.24      1.154  0.043
4.86e9   248.05      0.999  0.032
4.86e9   253.09      0.949  0.032
4.86e9   312.88      1.029  0.026
4.86e9   333.79      0.865  0.033
4.86e9   342.85      0.886  0.045
4.86e9   365.93      0.767  0.034
4.86e9   380.63      0.631  0.050
4.86e9   426.64      0.516  0.039
4.86e9   429.67      0.485  0.044
4.86e9   478.46      0.441  0.043
4.86e9   505.31      0.528  0.053
4.86e9   524.31      0.331  0.028
4.86e9   621.18      0.361  0.036
4.86e9   635.1       0.370  0.060
4.86e9   671.90      0.346  0.051
4.86e9   732.7       0.196  0.031
4.86e9   739.73      0.292  0.037
4.86e9   801.5       0.279  0.027
4.86e9   806.30      0.240  0.017
4.86e9  1088.7       0.169  0.031
4.86e9  1126.5       0.180  0.020
4.86e9  1266.2       0.170  0.050
4.86e9  1773.3       0.070  0.017
4.86e9  3018.2       0.032  0.010
8.46e9     0.58      3.500  0.060
8.46e9     1.05      1.980  0.170
8.46e9     2.65      8.500  0.050
8.46e9     3.57      6.110  0.040
8.46e9     4.73      9.680  0.030
8.46e9     6.89     15.560  0.060
8.46e9     7.68     12.550  0.210
8.46e9     9.49     13.580  0.090
8.46e9    11.90     17.700  0.050
8.46e9    12.69     17.280  0.100
8.46e9    14.87     19.150  0.080
8.46e9    16.66     17.770  0.100
8.46e9    18.72     15.920  0.070
8.46e9    20.58     16.080  0.060
8.46e9    25.70     15.340  0.060
8.46e9    28.44     12.670  0.090
8.46e9    31.51     13.550  0.070
8.46e9    33.58     13.100  0.060
8.46e9    36.52     10.640  0.060
8.46e9    42.55      8.040  0.080
8.46e9    44.55      8.680  0.080
8.46e9    59.55      4.480  0.090
8.46e9    66.53      4.930  0.060
8.46e9    72.52      3.454  0.069
8.46e9    77.54      3.572  0.054
8.46e9    87.53      3.016  0.031
8.46e9    93.46      2.130  0.055
8.46e9   101.54      2.299  0.065
8.46e9   135.48      1.525  0.056
8.46e9   149.40      1.277  0.051
8.46e9   173.30      1.122  0.045
8.46e9   177.26      1.002  0.091
8.46e9   182.27      1.050  0.038
8.46e9   191.25      0.931  0.041
8.46e9   215.24      0.874  0.044
8.46e9   248.08      0.637  0.033
8.46e9   253.06      0.696  0.031
8.46e9   308.03      0.686  0.038
8.46e9   312.88      0.675  0.024
8.46e9   333.79      0.547  0.027
8.46e9   342.85      0.447  0.033
8.46e9   365.93      0.528  0.029
8.46e9   621.2       0.250  0.030
8.46e9   635.1       0.300  0.040
8.46e9   732.7       0.260  0.040
8.46e9   739.7       0.300  0.030
8.46e9   937.0       0.100  0.030
8.46e9   944.5       0.120  0.030
8.46e9   990.5       0.180  0.020
8.46e9  1003.1       0.140  0.030
8.46e9  1088.7       0.170  0.020
8.46e9  1266.2       0.080  0.030
